timestamp,opne,high,low,close,volume
1540000000000,6986.1000000000004,6985.5,6986.1000000000004,6985.5,4.4973806999999999
1540000000000,6984.6999999999998,6975.1000000000004,6984.6999999999998,6972.3000000000002,33.991256999999997
1540000000000,6976.1000000000004,6977,6980.6999999999998,6976,16.862257
1540000000000,6977.8999999999996,6982.3000000000002,6983.5,6977.8999999999996,59.39864
1540000000000,6982.3000000000002,6982.3000000000002,6982.3000000000002,6982.3000000000002,0.216
1540000000000,6981.1000000000004,6980.8000000000002,6981.1000000000004,6980.8000000000002,0.22810285
1540000000000,6979,6975.6999999999998,6979,6972.6999999999998,9.2976890000000001
1540000000000,6975.8000000000002,6976.6000000000004,6978.415,6975.8000000000002,4.4607453000000001
1540000000000,6978.5,6979,6979,6978.5,0.12901947999999999
1540000000000,6979,6978.8999999999996,6979,6978.8999999999996,10.150015
1540000000000,6979,6982,6982,6979,32.364258
1540000000000,6982,6982,6982,6982,1.3878999999999999
1540000000000,6982,6983.1000000000004,6985,6981.8999999999996,19.315798000000001
1540000000000,6984,6982.6000000000004,6984.8000000000002,6982.5,2.2427855000000001
1540000000000,6982.5,6982,6982.5,6982,7.7706049999999998
1540000000000,6982.0389999999998,6982.1999999999998,6982.8000000000002,6982.0389999999998,1.2188181
1540000000000,6982.1999999999998,6981.3999999999996,6982.1999999999998,6978.2983000000004,18.510501999999999
1540000000000,6981,6975.6000000000004,6981,6975.6000000000004,6.3579999999999997
1540000000000,6974.6999999999998,6977.3999999999996,6977.3999999999996,6974.6999999999998,2.8548230000000001
1540000000000,6977.1000000000004,6979.8000000000002,6980,6977.0424999999996,32.584000000000003
1540000000000,6978.5,6977,6978.5,6977,1.2877263000000001
1540000000000,6977,6973.3999999999996,6977.0967000000001,6973.3999999999996,3.7591774
1540000000000,6973.8999999999996,6975.3000000000002,6975.3000000000002,6973.8999999999996,1.9015919999999999
1540000000000,6975.3000000000002,6974.6999999999998,6975.3000000000002,6974.6999999999998,0.68217974999999997
1540000000000,6974.6999999999998,6975.3000000000002,6975.3999999999996,6974.6999999999998,21.405317
1540000000000,6975.3999999999996,6980,6980,6975.3999999999996,23.893651999999999
1540000000000,6979.8999999999996,6977.8999999999996,6979.8999999999996,6977.8000000000002,1.2322245000000001
1540000000000,6977.8999999999996,6977.5,6977.8999999999996,6977.5,1.3605309000000001
1540000000000,6977.5,6977.3000000000002,6977.5,6977.3000000000002,4.3762460000000001
1540000000000,6977.3999999999996,6977.3999999999996,6977.3999999999996,6977.3999999999996,0.050000000000000003
1540000000000,6977.3000000000002,6977.3000000000002,6977.3000000000002,6977.3000000000002,1.4144787999999999
1540000000000,6977.1999999999998,6977,6977.1999999999998,6977,3.0387653999999999
1540000000000,6977.1000000000004,6977,6977.1000000000004,6977,0.10517294000000001
1540000000000,6977,6976,6977,6975.8000000000002,5.2410088000000004
1540000000000,6976,6975,6976,6975,62.48556
1540000000000,6975.1000000000004,6966,6975.1000000000004,6966,269.29399999999998
1540000000000,6968.232,6963.8000000000002,6968.232,6958.8999999999996,40.760930000000002
1540000000000,6963.8999999999996,6963.8000000000002,6963.8999999999996,6963.8000000000002,4.0236190000000001
1540000000000,6964.3999999999996,6963.6000000000004,6964.4989999999998,6963.1000000000004,7.4337119999999999
1540000000000,6963.6000000000004,6961.8000000000002,6963.6000000000004,6961,18.19163
1540000000000,6961,6960.8000000000002,6961,6957.1655000000001,7.7645410000000004
1540000000000,6961.1999999999998,6959.8000000000002,6961.3000000000002,6959.8000000000002,35.011738000000001
1540000000000,6961.3000000000002,6961.3000000000002,6961.3000000000002,6960,4.8348117000000004
1540000000000,6961.3000000000002,6963,6963,6961.3000000000002,4.8214803000000002
1540000000000,6962.3000000000002,6963.6000000000004,6963.6999999999998,6961.8999999999996,2.9678059000000001
1540000000000,6963.6999999999998,6966,6966,6963.6999999999998,14.380252
1540000000000,6966,6965.6999999999998,6966,6965.6999999999998,9.9098100000000002
1540000000000,6965.6999999999998,6965.6999999999998,6965.6999999999998,6965.6999999999998,0.029999999999999999
1540000000000,6965.6800000000003,6965.6999999999998,6965.6999999999998,6965.6800000000003,0.72999999999999998
1540000000000,6965.6999999999998,6965.6000000000004,6965.6999999999998,6965.5635000000002,5.0066514
1540000000000,6965.6000000000004,6965.5,6965.6000000000004,6965.5,0.42881638
1540000000000,6965.5,6965.5,6965.6000000000004,6965.5,2.0139870000000002
1540000000000,6965.5,6963,6965.5,6963,4.5587087000000004
1540000000000,6962,6959.3999999999996,6962,6959.3000000000002,1.9350206000000001
1540000000000,6959.3000000000002,6951.0290000000005,6959.3999999999996,6951,44.327506999999997
1540000000000,6951.1000000000004,6953.1999999999998,6953.1999999999998,6951.1000000000004,1.0684108999999999
1540000000000,6953.8000000000002,6952.3000000000002,6953.8000000000002,6952.3000000000002,5.0891330000000004
1540000000000,6953.6999999999998,6953.6999999999998,6953.6999999999998,6953.6999999999998,0.0080680500000000002
1540000000000,6953.8000000000002,6953.8000000000002,6953.8000000000002,6953.6999999999998,1.0183631
1540000000000,6953.8000000000002,6952,6953.8000000000002,6951.8000000000002,3.1534998000000001
1540000000000,6951.8999999999996,6951.8999999999996,6952,6951.8999999999996,1.4045998
1540000000000,6951.8999999999996,6951.8999999999996,6952,6951.8999999999996,0.12607978
1540000000000,6951.9584999999997,6950.3000000000002,6952,6950.3000000000002,2.979905
1540000000000,6950.3249999999998,6950.3000000000002,6950.3999999999996,6950.3000000000002,0.097236610000000001
1540000000000,6950.3999999999996,6950.3000000000002,6950.3999999999996,6950.3000000000002,0.10662987
1540000000000,6950.3999999999996,6950.3999999999996,6950.3999999999996,6950.3000000000002,0.021299999999999999
1540000000000,6950.3999999999996,6952,6952,6950.3249999999998,18.097652
1540000000000,6951.8000000000002,6952,6952,6951.6999999999998,7.3747360000000004
1540000000000,6952,6952,6952,6952,2.1154122000000002
